,,,,,,
"PERÍODO_LECTIVO TIPO_DE_PERÍODO_LECTIVO","ID","SIGLA","NOME","CURSO","REGENTE","RESPONSÁVEL"
"2º Sem",3775,"F3","Física III","Mestrado Integrado em Engenharia de Micro e Nanotecnologias","José Paulo Moreira dos Santos","José Paulo Moreira dos Santos"
"2º Sem",3775,"F3","Física III","Mestrado Integrado em Engenharia Química e Bioquímica","José Paulo Moreira dos Santos","José Paulo Moreira dos Santos"
"2º Sem",9508,"Fis","Física Molecular Complementar","Programa Doutoral em Física","Maria de Lourdes Santos Lourenço Costa","Maria de Lourdes Santos Lourenço Costa"
"2º Sem",1525,"FN","Física Nuclear","Mestrado Integrado em Engenharia Biomédica","Rui Manuel Coelho da Silva","Maria Adelaide de Almeida Pedro de Jesus"
"2º Sem",1525,"FN","Física Nuclear","Mestrado Integrado em Engenharia Física","Rui Manuel Coelho da Silva","Maria Adelaide de Almeida Pedro de Jesus"
"2º Sem",1525,"FN","Física Nuclear","Programa Doutoral em Química","Rui Manuel Coelho da Silva","Maria Adelaide de Almeida Pedro de Jesus"
"2º Sem",9558,"EFis","Fotónica","Programa Doutoral em Engenharia Física","Paulo António Martins Ferreira Ribeiro","Paulo António Martins Ferreira Ribeiro"
"2º Sem",8669,"Fnd","Fundações","Estudos Pós-Graduados em Geotecnia para Engenharia Civil","Armando Manuel Sequeira Nunes Antão","Nuno Manuel da Costa Guerra"
"2º Sem",9395,"FEC","Fundações Especiais e Contenções","Mestrado em Engenharia Civil (Estruturas e Geotecnia)","Nuno Manuel da Costa Guerra","Nuno Manuel da Costa Guerra"
"2º Sem",9395,"FEC","Fundações Especiais e Contenções","Mestrado em Engenharia Civil (Reabilitação de Edifícios)","Nuno Manuel da Costa Guerra","Nuno Manuel da Costa Guerra"
"2º Sem",9395,"FEC","Fundações Especiais e Contenções","Mestrado Integrado em Engenharia Civil","Nuno Manuel da Costa Guerra","Nuno Manuel da Costa Guerra"
"2º Sem",8797,"FBioEst","Fundamentos de Bioquímica Estrutural","Licenciatura em Bioquímica","Maria João Lobo de Reis Madeira Crispim Romão","Maria João Lobo de Reis Madeira Crispim Romão"
"2º Sem",8797,"FBioEst","Fundamentos de Bioquímica Estrutural","Licenciatura em Química Aplicada","Maria João Lobo de Reis Madeira Crispim Romão","Maria João Lobo de Reis Madeira Crispim Romão"
"2º Sem",7756,"F.Eng.S","Fundamentos de Engenharia Sísmica","Mestrado em Engenharia Geológica (Geotecnia)","Maria Teresa Teles Grilo Santana","Nuno Manuel da Costa Guerra"
"2º Sem",5256,"FPOT","Fundamentos de Planeamento e Ordenamento do Território","Mestrado Integrado em Engenharia do Ambiente","José Carlos Ribeiro Ferreira","Tomás Augusto Barros Ramos"
"2º Sem",9774,"GM II","Gastronomia Molecular II","Ciências Gastronómicas","Maria Paulina Estorninho Neves da Mata Pereira","Maria Paulina Estorninho Neves da Mata Pereira"
"2º Sem",9774,"GM II","Gastronomia Molecular II","Estudos Pós-Graduados em Ciências Gastronómicas","Maria Paulina Estorninho Neves da Mata Pereira","Maria Paulina Estorninho Neves da Mata Pereira"
"2º Sem",4088,"GH","Genética Humana","Mestrado em Genética Molecular e Biomedicina","Maria Alexandra Núncio de Carvalho Ramos Fernandes","Isabel Maria Godinho de Sá Nogueira"
"2º Sem",7710,"GFis","Geofísica","Licenciatura em Ciências da Natureza","João Duarte Neves Cruz","José Paulo Moreira dos Santos"
"2º Sem",7710,"GFis","Geofísica","Licenciatura em Engenharia Geológica","João Duarte Neves Cruz","José Paulo Moreira dos Santos"
"2º Sem",7719,"GEng","Geologia de Engenharia","Licenciatura em Engenharia Geológica","Pedro Calé da Cunha Lamas","José Alcino Rodrigues de Carvalho"
"2º Sem",7757,"GEBOS","Geologia de Engenharia para Barragens e Obras Subterrâneas","Mestrado em Engenharia Geológica (Geotecnia)","Pedro Calé da Cunha Lamas","José Alcino Rodrigues de Carvalho"
"2º Sem",7770,"GERE","Geologia Económica e Recursos Energéticos","Mestrado em Energias Renováveis - Conversão Eléctrica e Utilização Sustentáveis","Sofia Verónica Trindade Barbosa","Sofia Verónica Trindade Barbosa"
"2º Sem",7770,"GERE","Geologia Económica e Recursos Energéticos","Mestrado em Engenharia Geológica (Georrecursos)","Sofia Verónica Trindade Barbosa","Sofia Verónica Trindade Barbosa"
"2º Sem",7712,"GEst","Geologia Estrutural","Licenciatura em Ciências da Natureza","José Carlos Ribeiro Kullberg","José Carlos Ribeiro Kullberg"
"2º Sem",7712,"GEst","Geologia Estrutural","Licenciatura em Engenharia Geológica","José Carlos Ribeiro Kullberg","José Carlos Ribeiro Kullberg"
"2º Sem",3851,"GG","Geologia Geral","Licenciatura em Biologia Celular e Molecular","Paulo Alexandre Rodrigues Roque Legoinha","Maria Manuela Malhado Simões Ribeiro"
"2º Sem",3851,"GG","Geologia Geral","Licenciatura em Bioquímica","Paulo Alexandre Rodrigues Roque Legoinha","Maria Manuela Malhado Simões Ribeiro"
"2º Sem",3851,"GG","Geologia Geral","Mestrado Integrado em Engenharia do Ambiente","Paulo Alexandre Rodrigues Roque Legoinha","Maria Manuela Malhado Simões Ribeiro"
"2º Sem",9194,"GEC","Geologia para Engenharia Civil","Mestrado Integrado em Engenharia Civil","Rogério Eduardo Bordalo da Rocha","Rogério Eduardo Bordalo da Rocha"
"2º Sem",7802,"GEOM","Geometria","Licenciatura em Matemática","Carlos Manuel Saiago","Júlia Maria Nunes Loureiro Vaz de Carvalho"
"2º Sem",8507,"GD","Geometria Dinâmica","Mestrado em Ensino da Matemática","Rui Alberto Pimenta Rodrigues","Maria Helena Coutinho Gomes Almeida Santos"
"2º Sem",7713,"Gq","Geoquímica","Licenciatura em Engenharia Geológica","António Carlos Gil Augusto Galhano","Zenaide Carvalho Gonçalves da Silva"
"2º Sem",7709,"GTD","Geostatística e Tratamento de Dados","Licenciatura em Engenharia Geológica","José António de Almeida","José António de Almeida"
"2º Sem",8858,"GEE","Gestão da Energia Eléctrica","Mestrado em Energias Renováveis - Conversão Eléctrica e Utilização Sustentáveis","João Francisco Alves Martins","Amadeu Leão Santos Rodrigues"
"2º Sem",2641,"GsPr","Gestão da Produção","Licenciatura em Engenharia de Telecomunicações e Computadores","Virgínia Helena Arimateia de Campos Machado","Virgílio António da Cruz Machado"
"2º Sem",2641,"GsPr","Gestão da Produção","Mestrado em Engenharia Electrotécnica, Sistemas e Computadores","Virgínia Helena Arimateia de Campos Machado","Virgílio António da Cruz Machado"
"2º Sem",2641,"GsPr","Gestão da Produção","Mestrado em Engenharia Mecânica","Virgínia Helena Arimateia de Campos Machado","Virgílio António da Cruz Machado"
"2º Sem",2641,"GsPr","Gestão da Produção","Mestrado Integrado em Engenharia Electrotécnica e de Computadores","Virgínia Helena Arimateia de Campos Machado","Virgílio António da Cruz Machado"
"2º Sem",2641,"GsPr","Gestão da Produção","Mestrado Integrado em Engenharia Mecânica","Virgínia Helena Arimateia de Campos Machado","Virgílio António da Cruz Machado"
"2º Sem",2641,"GsPr","Gestão da Produção","Mestrado Integrado em Engenharia Química e Bioquímica","Virgínia Helena Arimateia de Campos Machado","Virgílio António da Cruz Machado"
"2º Sem",8305,"GCD","Gestão de Centros de Dados","Mestrado em Engenharia Informática","Paulo Orlando Reis Afonso Lopes","Pedro Abílio Duarte de Medeiros"
"2º Sem",8746,"GPP","Gestão de Portfolios e Programas","Estudos Pós-Graduados em Gestão de Projectos","António Soares Gomes Miguel","Alexandra Maria Batista Ramos Tenera"
"2º Sem",8477,"GRH","Gestão de Recursos Hídricos","Mestrado em Engenharia e Gestão da Água","Paulo Alexandre Marques Diogo","António Pedro de Nobre Carmona Rodrigues"
"2º Sem",5349,"GESAQ","Gestão de Sistemas Aquáticos","Mestrado Integrado em Engenharia do Ambiente","João Pedro Salgueiro Gomes Ferreira","João Pedro Salgueiro Gomes Ferreira"
"2º Sem",7178,"GA","Gestão do Ambiente","Mestrado em Engenharia e Gestão da Água","Nuno Miguel Ribeiro Videira Costa","Maria Paula Baptista da Costa Antunes"
"2º Sem",7178,"GA","Gestão do Ambiente","Mestrado Integrado em Engenharia do Ambiente","Nuno Miguel Ribeiro Videira Costa","Maria Paula Baptista da Costa Antunes"
"2º Sem",7420,"GPt","Gestão do Património","Licenciatura em Conservação - Restauro","Luís Manuel Loyo Pequito Antunes","Luís Manuel Loyo Pequito Antunes"
"2º Sem",7420,"GPt","Gestão do Património","Mestrado em Ciências da  Conservação","Luís Manuel Loyo Pequito Antunes","Luís Manuel Loyo Pequito Antunes"
"2º Sem",8636,"GALCG","Gestão e Administração Local, Cidadania e Governancia","Estudos Avançados em Território, Ambiente e Desenvolvimento Sustentável","Lia Maldonado Teles de Vasconcelos","João António Muralha Ribeiro Farinha"
"2º Sem",5017,"GEI","Gestão e Estratégia Industrial","Mestrado em Engenharia e Gestão Industrial","Virgílio António da Cruz Machado","Virgílio António da Cruz Machado"
"2º Sem",5017,"GEI","Gestão e Estratégia Industrial","Mestrado em Engenharia Mecânica","Virgílio António da Cruz Machado","Virgílio António da Cruz Machado"
"2º Sem",5017,"GEI","Gestão e Estratégia Industrial","Mestrado Integrado em Engenharia e Gestão Industrial","Virgílio António da Cruz Machado","Virgílio António da Cruz Machado"
"2º Sem",5017,"GEI","Gestão e Estratégia Industrial","Mestrado Integrado em Engenharia Mecânica","Virgílio António da Cruz Machado","Virgílio António da Cruz Machado"
"2º Sem",5017,"GEI","Gestão e Estratégia Industrial","Programa Doutoral em Avaliação de Tecnologia","Virgílio António da Cruz Machado","Virgílio António da Cruz Machado"
"2º Sem",9735,"GEI d","Gestão e Estratégia Industrial D","Programa Doutoral em Engenharia Industrial","Virgílio António da Cruz Machado","Virgílio António da Cruz Machado"
"2º Sem",9863,"GAPP","Governança Ambiental e Participação Pública","Programa Doutoral em Ambiente","Nuno Miguel Ribeiro Videira Costa","Lia Maldonado Teles de Vasconcelos"
"2º Sem",8478,"HU","Hidráulica Urbana","Mestrado em Engenharia e Gestão da Água","David José Fonseca Pereira","David José Fonseca Pereira"
"2º Sem",9376,"HU","Hidráulica Urbana","Mestrado Integrado em Engenharia Civil","João Gouveia Aparício Bento Leal","Fernando Manuel Anjos Henriques"
"2º Sem",9773,"HdAlm","Hidrocolóides na Alimentação","Ciências Gastronómicas","Maria Paulina Estorninho Neves da Mata Pereira","Maria Paulina Estorninho Neves da Mata Pereira"
"2º Sem",9773,"HdAlm","Hidrocolóides na Alimentação","Estudos Pós-Graduados em Ciências Gastronómicas","Maria Paulina Estorninho Neves da Mata Pereira","Maria Paulina Estorninho Neves da Mata Pereira"
"2º Sem",2761,"Hdg","Hidrogeologia","Licenciatura em Ciências da Natureza","Maria Manuela Malhado Simões Ribeiro","Maria Manuela Malhado Simões Ribeiro"
"2º Sem",2761,"Hdg","Hidrogeologia","Licenciatura em Engenharia Geológica","Maria Manuela Malhado Simões Ribeiro","Maria Manuela Malhado Simões Ribeiro"
"2º Sem",8479,"Hdg","Hidrogeologia A","Mestrado em Engenharia e Gestão da Água","Maria Manuela Malhado Simões Ribeiro","Maria Manuela Malhado Simões Ribeiro"
"2º Sem",7171,"Hdg","Hidrologia","Mestrado Integrado em Engenharia do Ambiente","Pedro Manuel Hora Santos Coelho","António Pedro de Nobre Carmona Rodrigues"
"2º Sem",9374,"HOD","Hidrologia e Obras de Drenagem","Mestrado Integrado em Engenharia Civil","Pedro Manuel Hora Santos Coelho","António Pedro de Nobre Carmona Rodrigues"
"2º Sem",3709,"HST.b","Higiene e Segurança no Trabalho B","Mestrado em Engenharia Geológica (Georrecursos)","Isabel Maria Nascimento Lopes Nunes","José Martin Miquel Cabeças"
"2º Sem",3709,"HST.b","Higiene e Segurança no Trabalho B","Mestrado em Engenharia Geológica (Geotecnia)","Isabel Maria Nascimento Lopes Nunes","José Martin Miquel Cabeças"
"2º Sem",3709,"HST.b","Higiene e Segurança no Trabalho B","Mestrado Integrado em Engenharia Química e Bioquímica","Isabel Maria Nascimento Lopes Nunes","José Martin Miquel Cabeças"
"2º Sem",5251,"HST.c","Higiene e Segurança no Trabalho C","Mestrado em Engenharia Mecânica","Isabel Maria Nascimento Lopes Nunes","José Martin Miquel Cabeças"
"2º Sem",5251,"HST.c","Higiene e Segurança no Trabalho C","Mestrado Integrado em Engenharia Mecânica","Isabel Maria Nascimento Lopes Nunes","José Martin Miquel Cabeças"
"2º Sem",2693,"HAC","História da Arte Contemporânea","Licenciatura em Conservação - Restauro","Rita Andreia Silva Pinto de Macedo","Rita Andreia Silva Pinto de Macedo"
"2º Sem",2690,"HAM","História da Arte Medieval","Licenciatura em Conservação - Restauro","Catarina Paula Oliveira de Mattos Villamariz","Catarina Paula Oliveira de Mattos Villamariz"
"2º Sem",8830,"HC","História da Ciência","Programa Doutoral em História, Filosofia e Património da Ciência e da Tecnologia","Ana Maria Oliveira Carneiro","Ana Maria Oliveira Carneiro"
"2º Sem",8831,"HT","História da Tecnologia","Programa Doutoral em História, Filosofia e Património da Ciência e da Tecnologia","Maria Paula Pires dos Santos Diogo","Maria Paula Pires dos Santos Diogo"
"2º Sem",7400,"HIF","História das Ideias em Física","Mestrado Integrado em Engenharia de Micro e Nanotecnologias","Isabel Maria da Silva Pereira Amaral","Isabel Maria da Silva Pereira Amaral"
"2º Sem",7400,"HIF","História das Ideias em Física","Mestrado Integrado em Engenharia Física","Isabel Maria da Silva Pereira Amaral","Isabel Maria da Silva Pereira Amaral"
"2º Sem",8842,"HV","História do Vidro","Mestrado em Arte e Ciência do Vidro","Fernando A. Baptista Pereira","Fernando A. Baptista Pereira"
"2º Sem",8842,"HV","História do Vidro","Programa Doutoral em Conservação e Restauro","Fernando A. Baptista Pereira","Fernando A. Baptista Pereira"
"2º Sem",9591,"HFC b","História e Filosofia da Ciência B","Mestrado em Ensino de Biologia e da Geologia","António Manuel Dias de Sá Nunes dos Santos","António Manuel Dias de Sá Nunes dos Santos"
"2º Sem",9591,"HFC b","História e Filosofia da Ciência B","Mestrado em Ensino de Física e de Química","António Manuel Dias de Sá Nunes dos Santos","António Manuel Dias de Sá Nunes dos Santos"
"2º Sem",8501,"HFM","História e Filosofia da Matemática","Mestrado em Ensino da Matemática","Isabel Maria Oitavem Fonseca da Rocha","Maria Helena Coutinho Gomes Almeida Santos"
"2º Sem",2789,"HTPA.2","História e Técnicas de Produção Artística II","Mestrado em Ciências da  Conservação","Joana Lia Antunes Ferreira","Maria João Seixas de Melo"
"2º Sem",2789,"HTPA.2","História e Técnicas de Produção Artística II","Mestrado em Conservação e Restauro","Joana Lia Antunes Ferreira","Maria João Seixas de Melo"
"2º Sem",9362,"IEEM","Inovação e Empreendedorismo em Engenharia de Materiais","Programa Doutoral em Ciência e Engenharia de Materiais","Susana Filipe Barreiros","Susana Filipe Barreiros"
"2º Sem",8923,"IENN","Inovação e Empreendedorismo em Nanotecnologias e Nanociências","Programa Doutoral em Avaliação de Tecnologia","Jorge da Silva Gabriel","Elvira Maria Correia Fortunato"
"2º Sem",8923,"IENN","Inovação e Empreendedorismo em Nanotecnologias e Nanociências","Programa Doutoral em Nanotecnologias e Nanociências","Jorge da Silva Gabriel","Elvira Maria Correia Fortunato"
"2º Sem",8553,"InBeng","Inovação em Bioengenharia","Programa Doutoral em Bioengenharia (MIT)","Susana Filipe Barreiros","Susana Filipe Barreiros"
"2º Sem",7342,"ICP","Instrumentação e Controlo de Processos","Mestrado Integrado em Engenharia Química e Bioquímica","José Paulo Barbosa Mota","José Paulo Barbosa Mota"
"2º Sem",3756,"IME","Instrumentação e Medidas Eléctricas","Mestrado Integrado em Engenharia Electrotécnica e de Computadores","Mário Fernando Ventim Neves","Amadeu Leão Santos Rodrigues"
"2º Sem",3873,"I2","Instrumentação II","Mestrado Integrado em Engenharia Biomédica","José Luís Constantino Ferreira","Orlando Manuel Neves Duarte Teodoro"
"2º Sem",3873,"I2","Instrumentação II","Mestrado Integrado em Engenharia Física","José Luís Constantino Ferreira","Orlando Manuel Neves Duarte Teodoro"
"2º Sem",7229,"IS","Integração de Sistemas","Mestrado em Engenharia Electrotécnica, Sistemas e Computadores","José António Barata de Oliveira","Luís Manuel Camarinha de Matos"
"2º Sem",7229,"IS","Integração de Sistemas","Mestrado Integrado em Engenharia Electrotécnica e de Computadores","José António Barata de Oliveira","Luís Manuel Camarinha de Matos"
"2º Sem",7229,"IS","Integração de Sistemas","Programa Doutoral em Avaliação de Tecnologia","José António Barata de Oliveira","Luís Manuel Camarinha de Matos"
"2º Sem",9238,"IVME","Interaction and Visualization in Multimedia Environments","Programa Doutoral em Informática","Nuno Manuel Robalo Correia","Nuno Manuel Robalo Correia"
"2º Sem",3783,"IBm","Introdução aos Biomateriais","Licenciatura em Bioquímica","João Paulo Miranda Ribeiro Borges","Assis Farinha Martins"
"2º Sem",3783,"IBm","Introdução aos Biomateriais","Licenciatura em Química Aplicada","João Paulo Miranda Ribeiro Borges","Assis Farinha Martins"
"2º Sem",3783,"IBm","Introdução aos Biomateriais","Mestrado Integrado em Engenharia Biomédica","João Paulo Miranda Ribeiro Borges","Assis Farinha Martins"
"2º Sem",3643,"ICP","Introdução aos Computadores e Programação","Licenciatura em Engenharia de Materiais","Pedro Manuel Corrêa Calvente Barahona","Pedro Manuel Corrêa Calvente Barahona"
"2º Sem",3643,"ICP","Introdução aos Computadores e Programação","Licenciatura em Engenharia Geológica","Pedro Manuel Corrêa Calvente Barahona","Pedro Manuel Corrêa Calvente Barahona"
